Reference Type	Author	Year	Title	Keywords	Abstract
Thesis	周冬梅	2011	王莒生学术思想与临床经验总结及辨血为主论治寻常型银屑病的临床研究	辨血为主;对照;经验传承;皮肤病;随机;银屑病;中医治疗;银屑病;辨证;从血论治;分证论治;随机;对照	"1目的1.1通过临床跟师学习,记录医案,文献复习,总结王莒生老师学术渊源,临床经验,包括常见皮肤病如白癜风、银屑病、湿疹、荨麻疹、干燥综合征、硬皮病、带状疱疹神经痛、瘙痒症及肺系疾病慢性咳嗽的病因病机认识,治疗特点,归纳理法方药。1.2通过随机、双盲、对照的研究方法,评价基于辨血为主的思路,使用规范化方剂分证论治银屑病的临床疗效,为进一步优化从血论治银屑病的诊疗方案提供参考；为制订临床实践指南提供依据。2方法2.1经验总结：通过门诊跟师临证,记录医案,分析医案,查阅古代及现代相关文献,总结老师学术渊源,学术特点,治疗特色。2.2临床研究：采用前瞻性、随机、双盲、对照的设计。依照临床流行病学的方法及统计学要求计算样本量,三个证型各120例,按2：1比例分为治疗组及对照组,血热证治疗组给予凉血解毒汤内服,血燥证治疗组给予养血解毒汤内服,血瘀证治疗组给予活血解毒汤内服,对照组均给予安慰剂内服,安慰剂的形、色、味与治疗药物相近；治疗组及对照组均外用白凡士林。疗程8周,每2周复诊一次,观察病情变化,记录相关指标,治疗前后分别进行安全性检查及皮损照相。痊愈患者在结束治疗后3月、6月、9月、12月进行随访。根据银屑病临床体征面积和疾病严重程度评分——PAS I评分的变化评价疗效。统计采用符合方案数据集进行分析,进行基线特征,疗效分析及安全性分析。使用SAS9.1.3统计软件进行分析。3结果3.1学术渊源继承了中医皮肤科泰斗赵炳南老大夫及现代中西医结合皮肤科的奠基者张志礼教授的学术思想及经验,汲取了内科众多名医的经验,形成自己局部辨证与整体辨证相结合的特点。3.2王莒生老师治疗皮肤病特点3.2.1突出整体观念,包括人与自然、人与社会的统一,人体自身是个整体,治疗不仅局限于皮肤,还应重视脏腑的调整,心理状态的调整,饮食起居的调护,环境因素的影响等等。3.2.2突出从肝论治：重视情致因素对皮肤病的影响,重视疏肝解郁,心理辅导。还配合滋补肝肾、清肝泻火、平肝潜阳等。3.2.3重视从肺论治：肺主一身皮毛,风湿之邪亦犯肺,风湿之邪是导致皮肤病的重要因素。常用疏风宣肺、清泻肺热之法。3.2.4善用大方重剂：皮肤病多为慢性病,病机复杂,病情顽固,非重剂难以撼动,非大方难以应对复杂病机。3.3常见皮肤病治疗经验3.3.1银屑病治疗经验：从血论治与脏腑论治相结合。重视毒、湿在本病的作用。认为本病的诱因与精神因素相关,治疗本病也应突出从肝论治,认为在各个环节均存在肝气郁滞的病机。辨证分型分为血热内蕴,热毒犯肺；血热内蕴,肝火旺盛；血虚风燥,脾胃虚弱；血虚风燥,肝肾阴虚；气血瘀滞,肝气郁结；气血瘀滞,脾失健运等六型分证论治。3.3.2白癜风治疗经验：认为肝肾亏虚是基础,肝气郁滞、肝火旺盛、肝阳上亢是不同时期、不同个体的表现。从肝论治是特点,包括滋补肝肾、疏肝解郁、清肝泻火、平肝潜阳等。还需配合活血通络、疏风散风之品,善用虫类药物,善用大方、重剂,重视心理辅导。基本方剂为：白蒺藜、桑白皮、白芷、白僵蚕、补骨脂、首乌藤、生侧柏、沙苑子、黑芝麻、桑椹、全虫、防风。临证还需根据具体情况进行加减,根据发布部位可选用引经药物。3.3.3带状疱疹神经痛治疗经验：认为本病的病机关键为气滞血瘀,但瘀的性质有所不同,临床治疗要理清虚实寒热。根据患者特点,分别给予理气活血,益气活血,温经通络治疗,活血方剂常用活血散瘀汤、大黄蛰虫丸方、血府逐瘀汤,理气方剂常用柴胡疏肝散方,益气方剂常用四君子汤、温经方剂常用当归四逆汤。3.3.4湿疹治疗经验：认为本病的发生是内外因共同作用的结果。内因为先天禀赋不耐,肝火、脾湿,外因为风、湿、热邪侵袭,与肝火、脾湿相博,发于肌肤而致本病。日久气血亏耗,化燥生风。亦有先天禀赋不足,气血亏虚,无以濡养肌肤,而致血虚风燥,肌肤甲错者。治疗分为三型,湿热蕴肤证,给予龙胆泻肝汤加减；脾虚湿蕴证,给予除湿胃苓汤加减；血虚风燥证,给予养血润肤饮合全虫方加减。治疗强调祛邪与调节脏腑功能并重。祛邪除祛湿、清热外,还非常重视祛风。调节脏腑功能,除健脾之外,很重视治肝。3.3.5干燥综合征治疗经验：认为本病的发生多为素体虚弱,各种病因导致脏腑功能失调,气血津液生化不足,出现阴虚干燥证。强调整体调理,补五脏之阴,并辅以温阳,阳中求阴,在养阴的基础上,恢复平衡,称为平衡法。自创滋阴养脏汤治疗。3.3.6硬皮病治疗经验：认为本病为素体脾肾不足,气血亏虚,卫外不固,阴寒之邪外袭,经络阻隔,气血凝滞,阻于肌肉皮肤之间而发病。治疗本病,除吸收前人经验,应用活血化瘀及温阳通络之剂外,还非常重视健脾。临床常用温补脾肾,活血通络为法,以真武汤合桃红四物汤加减。3.3.7荨麻疹治疗经验：继承前辈从风论治瘾疹的思路,结合自身临床实践,认为本病与脾肺两脏关系密切,临床治疗,脏腑辨证与六淫辩证相结合。一般分为风邪犯肺、风湿阻肺、血虚风燥、脾肺两虚四型论治。3.3.8瘙痒的治疗经验：认可瘙痒与风、湿、虫、虚等有关。同时她认为与精神因素关系密切。治疗时,除采用治风、除湿、杀虫、养血等常规方法外,还采用多种调节情志的方法,如清心、清肝、镇肝、疏肝的方法,多方位止痒。3.3.9慢性咳嗽治疗经验：认为咳嗽是由气道的敏感所致,认为敏感也是风的表现。治疗咳嗽从风论治。慢性咳嗽,病程日久,与脏腑的功能失调有关。临床治疗从治风及调节五脏入手。3.4临床研究凉血解毒汤、养血解毒汤治疗血热证、血燥证银屑病,疗效优于安慰剂对于血热证心烦易怒症状、血燥证中鳞屑程度、瘙痒程度、口干舌燥症状有显著改善。4结论4.1皮肤病治疗需突出整体观念。不能只着眼于皮肤,还应兼顾脏腑、气血。4.2辨血为主分证论治白疕,临床有效,还需进一步优化治疗方案,改进研究研究方法。1.目的1.1通过随机、对照的研究方法,评价使用规范化方剂分证论治银屑病的临床疗效,为进一步优化从血论治银屑病的诊疗方案提供参考；为制订临床实践指南提供依据。2.方法2.1研究方法：采用前瞻性、随机、双盲、对照的设计。依照临床流行病学的方法及统计学要求计算样本量,三个证型各120例,按2：1比例分为治疗组及对照组,血热证治疗组给予凉血解毒汤内服,血燥证治疗组给予养血解毒汤内服,血瘀证治疗组给予活血解毒汤内服,对照组均给予安慰剂内服,安慰剂的形、色、味与治疗药物相近；治疗组及对照组均外用白凡士林。疗程8周,每2周复诊一次,观察病情变化,记录相关指标,治疗前后分别进行安全性检查及皮损照相。痊愈患者在结束治疗后3月、6月、9月、12月进行随访。2.2疗效评价指标：根据银屑病临床体征面积和疾病严重程度评分——PASI评分的变化评价疗效。疗效评价标准：临床痊愈：皮损全部消退,或仅残留几个不明显的小块皮损。PASI评分减少95%以上；显效：皮损消退60%以上,PASI评分减少60～94%；有效：皮损消退30%以上,PASI评分减少30～59%；无效：皮损消退30%以下,或皮损无变化,或皮损加重,PASI评分减少<30%,或无变化,或增多。同时进行中医主要临床症状的评分及安全性评价及皮损照相。2.3统计学方法：采用符合方案数据集进行分析,进行受试者人口统计学和其他基线特征,疗效分析及安全性分析。所有的统计检验均采用双侧检验,P值小于或等于0.05将被认为所检验的差别有统计意义。不同试验组各次就诊的计量资料将采用均数上标准差进行统计描述。与筛选期基础值进行比较,采用配对t检验比较组内前后差异。两组治疗前后的变化采用方差分析(ANOVA)和Wilcoxon秩和检验进行比较。3.结果3.1基线情况：本研究共入组358例,剔除6例,纳入352例(A组237例、B组115例),其中：安全性分析集(SS)351例(A组236例、B组115例)占入组病例的99.72%。全分析集(FAS)350例(A组235例、B组115例)占入组病例的99.43%。符合方案集(PPS)318例(A组209例、B组109例)占入组病例的90.34%。两组在年龄、性别、婚否、家族史、合并其他疾病、PASI评分、中医临床症状评分等方面均无差异。3.2有效性评价3.2.1不同证型银屑病临床疗效3.2.1.1血热证A组临床痊愈占5.71%；显效占40.00%；有效占25.72%；无效占28.57%；B组临床痊愈占5.71%。显效占20.00%。有效占37.15%。无效占37.14%。总有效率CMH检验的P值为0.1382(>0.05),组间比较差异无统计学意义。愈显率卡方检验的P值为0.0477(<0.05),组间比较差异有统计学意义。3.2.1.2血燥证A组临床痊愈占7.04%；显效占35.21%；有效占26.76%；无效占30.99%；B组临床痊愈占0.00%。显效占29.73%。有效占16.22%。无效占54.05%。总有效率CMH检验的P值为0.0279(<0.05),组间比较差异有统计学意义。愈显率卡方检验的P值为0.2031(>0.05),组间比较差异无统计学意义。3.2.1.3血瘀证A组临床痊愈占4.41%；显效占27.94%；有效占29.41%；无效占38.24%；B组临床痊愈占2.7 0%。显效占43.24%。有效占18.92%。无效占35.14%。总有效率CMH检验的P值为0.4300(>0.05),组间比较差异无统计学意义。愈显率卡方检验的P值为0.1685(>0.05),组间比较差异无统计学意义。3.2.2不同证型中医证候疗效3.2.2.1血热证A组临床痊愈占4.29%；显效占17.14%；有效占4 0.00%；无效占38.57%；B组临床痊愈占0.00%。显效占14.29%。有效占48.57%。无效占37.14%。总有效率CMH检验的P值为0.5450(>0.05),组间比较差异无统计学意义。愈显率卡方检验的P值为0.3796(>0.05)组间比较差异无统计学意义。3.2.2.2血燥证A组临床痊愈占8.45%；显效占14.08%；有效占46.48%；无效占30.99%；B组临床痊愈占0.00%。显效占10.81%。有效占37.84%。无效占51.35%。总有效率CMH检验的P值为0.0184(<0.05),组间比较差异有统计学意义。愈显率卡方检验的P值为0.1366(>0.05),组间比较差异无统计学意义。3.2.2.3血瘀证A组临床痊愈占1.47%；显效占2.94%；有效占42.65%；无效占52.94%；B组临床痊愈占0.00%。显效占5.41%。有效占59.45%。无效占35.14%。总有效率CMH检验的P值为0.1681(>0.05),组间比较差异无统计学意义。愈显率卡方检验的P值为1.0000(>0.05),组间比较差异无统计学意义。3.2.3 PASI评分治疗前后变化疗前、治疗后2周、6周、8周,两组评分变化比较,P>0.05,组间比较差异无统计学意义。治疗后4周,两组评分变化比较P值为0.0429(<0.05),组间比较差异有统计学意义。血热证在2周、4周、6周、8周PASI评分比较无统计学意义,血瘀证在4周PASI评分比较有统计学意义(P<0.05),而血燥证在2周、4周、6周、8周PASI评分比较有统计学意义(P<0.05)。3.2.4中医临床症状治疗前后变化血热证中瘙痒、心烦易怒症状；血燥证中鳞屑程度、瘙痒程度、口干舌燥症状的评分在治疗后两组比较有显著性差异(P<0.05),其它临床症状变化组间比较无统计学意义。4.结论4.1采用凉血解毒汤、养血解毒汤治疗血热证、血燥证银屑病,疗效优于安慰剂。4.2从血论治银屑病,采用协定处方治疗,对于血热证心烦易怒症状、血燥证中鳞屑程度、瘙痒程度、口干舌燥症状有显著改善。4.3中医治疗方案还可以进一步优化,临床研究方法可有所调整。"
Journal Article	祝勇; 王莒生	2015	王莒生养阴益气合剂防治老年习惯性便秘的治未病思想	便秘;养阴益气合剂;治未病;王莒生;老年病	"老年习惯性便秘是一种常见的肠道功能性疾病,中医治疗多以润肠通便为主。王莒生教授治疗该病多参照中医""治未病""理论,选用院内制剂""阴益气合剂""通过剂量及频次的变化进行分阶段治疗,并根据患者病情不同阶段特点,辅以针对性的生活、饮食干预方案,临床疗效颇佳。本文通过对其经验的整理,以探寻其运用养阴益气合剂防治老年习惯性便秘经验的用药经验。"
Journal Article	李伯华; 程海英; 郑玉红	2010	王莒生药、针、浴结合治疗红皮病型银屑病脉案1则	红皮病型银屑病;针药并用;药浴;脉案;王莒生	
Journal Article	张会娜; 亚晓旭; 周冬梅; 王莒生	2021	王莒生用多皮饮治疗荨麻疹经验	慢性荨麻疹;赵炳南;王莒生;多皮饮;名中医经验	"多皮饮源自《三因方》中五皮饮,是名老中医赵炳南教授的经验方,王莒生教授作为赵氏皮科流派的主要传承人之一,对于多皮饮的应用有自己独到的心得,在充分分析多皮饮功能主治的基础上,提出多皮饮具有健脾清热除湿作用,所治主症热多寒少,临床上用于治疗慢性荨麻疹可虚可实,可寒可热。"
Conference Proceedings	张楚翘; 王莒生; 周冬梅	2015	王莒生用宣肺清肺法治疗银屑病		"银屑病是皮肤科较为常见的一种顽固性疾病,中医认为其与血的关系最为密切,临床上分为血热、血瘀、血燥三型。王莒生教授在从血论治的基础上,结合临床经验,用宣肺清肺法治疗银屑病,在临床上取得了很好的疗效。"
Journal Article	尚俊良; 徐旭英; 周冬梅	2023	王莒生运用四藤组合加减治疗杂病验案举隅	王莒生;四藤;调和阴阳;杂病;名医经验	“四藤组合”为皮科泰斗赵炳南确立的调和阴阳的基本药物，是赵老治疗皮科疑难病证常用的具有特色的药物之一。王莒生教授在继承赵老对四藤组合认识的基础上，师其法而不泥其方，以四藤组合为基础辨证运用治疗杂病，临床效果显著。
Journal Article	刘志勇; 王莒生	2008	王莒生治疗白癜风的经验	白癜风;肝肾不足;脾胃虚弱;气血失和;老中医经验	"白癜风是一种常见的色素脱失性皮肤黏膜疾病,病因及发病机制不明,易诊难治。王莒生教授从事中医临床工作多年,经验丰富,对本病的治疗倡导辨证论治、随症加减,重视经络辨证、遣药引经,结合药理研究、中西合参,临床采用中医辨证论治与专方专药相结合的方法治疗本病,取得了良好的临床效果。"
Journal Article	杨梅玉; 王莒生; 李萍; 谢幼红	2008	王莒生治疗干燥综合征经验	干燥综合征;临床经验;王莒生教授	"干燥综合征是一种常见的全身性自身免疫病,其病程长,临床诊治颇为棘手。王莒生教授从事中医临床工作多年,经验丰富,对本病的治疗有独到的见解。"
Journal Article	张楚翘; 王莒生; 周冬梅	2015	王莒生治疗鼾眠1例	鼾眠;中医药治疗;老专家经验	"<正>鼾眠亦称打鼾,现代医学称其为睡眠呼吸暂停综合征(SAS),根据其发病原因可分为三种类型,即:阻塞性(OSAHS)、中枢性(CSAHS)、混合性(MSAHS),临床以阻塞性最为常见。中国古代医学最早倡导将其作为独立疾病论述见于《诸病源候论》,其曰:""鼾眠者,眠里喉咽间有声也。人喉咙气上下也。气血若调,虽寤寐不妨"
Journal Article	张会娜; 李萍; 王莒生	2015	王莒生治疗湿疹经验	王莒生;湿疹;除湿;止痒;名中医经验	"王莒生教授治疗湿疹以除湿和止痒为重要原则,标本共治,除湿为主,止痒同行。除湿法又分清热除湿、祛风胜湿、搜风剔湿等,以清热除湿为主;处方中配伍安神药以缓解瘙痒症状,防止皮损进一步加重。临证中仔细辨别湿、热之轻重,对药量做适当调整。"
Journal Article	贾绍燕; 吴媛媛; 王莒生	2019	王莒生治疗银屑病药物数据分析及思路探讨	银屑病;用药规律;数据分析;MATLAB;高频药物;药物配伍;名医经验;王莒生	"目的:从多角度总结、挖掘王莒生治疗银屑病的用药规律,从而总结其学术思想。方法:收集2012年8月至2016年7月在北京中医医院门诊治疗的符合银屑病诊断标准患者205例,纳入治疗银屑病研究的处方505张,借助MATLAB矩阵实验室软件,进行统计分析,利用Pajek可视化复杂网络分析软件,对药物进行网络分析。结果:505张处方共应用中药108种,统计出高频的前30味药物及常用的剂量范围,其中白芍、楮桃叶是使用率较高的两味药,其他高频药物为清热解毒凉血药、祛湿药、祛风药;总结高频使用的药对配伍,并总结出王莒生治疗银屑病的基本经验方剂楮药凉血汤及加减应用。结论:王莒生治疗银屑病重视热毒致病,强调从肝论治,药物以清热凉血解毒为主。"
Journal Article	高然; 李乃芳; 崔铖; 陈媛媛; 王莒生	2022	王莒生治疗原发性干燥综合征经验浅析	干燥综合征;肺胃阴虚证;名医经验;王莒生	王莒生教授认为干燥综合征以阴虚津亏为根本病机，应从肺胃论治，治疗上重视从整体出发，针对肺胃阴虚证患者，治以养阴润肺、补气健脾、益胃生津为法，方以沙参麦冬汤或生脉散为基础，用药以太子参或沙参、麦冬、五味子等养阴、补气药为主，因人因证，灵活遣方用药，根据兼证的不同进行药物的加减，从养五脏六腑之阴入手，兼顾清燥解毒、活血化瘀、益气养血，阳中求阴，补而不滞，以调节机体水液代谢及津液输布为目的，临床中取得了较好疗效。
Journal Article	周爱国; 孔令彪; 姚卫海; 韩旭; 周峻伟; 王莒生	2010	王莒生诸病从风论治验案诠释	王莒生;经验	"王莒生诸病从风论治经验:外感病祛风为上,内伤病祛风为先,无风不病,扶正即祛风,风多挟邪,祛风退诸邪。"
Journal Article	曹筱筱; 徐蓉; 李福伦; 李峰; 陈洁; 李斌	2015	银屑病的中医治疗	银屑病;病因病机;辨证分型;中医治疗	"银屑病顽固难愈,复发率高,属于中医学""顽癣""范畴,学习和了解银屑病的病因病机、辨证分型可以更好地从中寻找安全有效的中医药治疗方法。目前大多从血论治,但是临床中发现,一些患者病程长、反复发作、长期采用凉血解毒等常法治疗效果并不理想。因此,很多医家从不同的角度入手来治疗,如从肺论治、从虚论治、从温法、散法论治、从玄府理论论治,给银屑病的中医治疗提供了新的思路。"
Journal Article	张会娜	2006	治疗白癜风的体会	白癜风;调理脾胃;调畅情志	
