Reference Type,Author,Year,Title,Keywords,Abstract
Journal Article,马一兵; 陈彤云,2011,陈彤云治疗湿热感毒型痤疮医案,陈彤云;湿热感毒;痤疮;学验传承,"""陈彤云教授为国家级名老中医,行医60余年,在治疗损容性皮肤疾病方面有着丰富的经验。在临证中陈教授常将痤疮分为湿热感毒、肺胃热盛、痰瘀互结、冲任不调4型。其中湿热感毒型是临床上最常见的1型;在治疗此型痤疮时陈教授往往以茵陈蒿汤配合黄连解毒汤加减为基础方剂,结合患者的具体情况酌情调药。如患者结节、囊肿较多,常加用浙贝母、夏枯草、生牡蛎、僵蚕、山甲等药物;如患者大便干燥,常加用大黄、枳实、芒硝、草决明等药物;如女性患者月经量少、后错,常加用白芍、坤草、泽兰等药物;患者油脂较重,常加生山楂;患者皮肤潮红明显,常加凌霄花、玫瑰花、野菊花等药物。陈教授还强调生活起居的规律,情志的影响,面部的清洁,忌食辛辣、高脂、高糖类食物及补品,以防止痤疮的加重和复发。"""
Journal Article,曲剑华; 陈勇,2010,陈彤云治疗损容性皮肤病医案4则,陈彤云;医案;损容性皮肤病;中医药疗法,"""<正>陈彤云教授作为第3批国家级名老中医,多年来一贯治学严谨,好学深思,对医术精益求精。其学术上坚持辨证论治、治病求本的原则,重视内治,巧用外治,善于师法前人,又乐于接受现代医学的新观"""
Journal Article,姜希; 李楠; 江雅楠; 陈彤云,2019,陈彤云治疗疣类疾病经验,陈彤云;疣类疾病;辨证论治;老中医经验,"""陈彤云教授在损美性皮肤病方面有丰富的临床经验,她认为疣类疾病的病因病机为风、热、毒、瘀之邪凝聚肌肤,治疗以调和气血、解毒散瘀为原则,以中药紫蓝方为基础随证加减,同时配合其自创的特色中药外用方,在临床实践中取得了良好效果。"""
Journal Article,徐佳; 姜希; 曲剑华; 陈彤云,2019,陈彤云治血四法治疗黄褐斑经验,黄褐斑;养血;调血;温血;活血;名医经验;陈彤云,"""总结陈彤云从血论治黄褐斑的经验。认为气血亏虚、气机逆乱、寒凝血涩、瘀阻脉络是黄褐斑的关键病机,提出从血论治,临证通过治血四法,即健脾益气、安神补心、滋补肝肾以养血,疏肝理气、宣肺降逆以调血,温经散寒、温补脾肾以温血(阳),化瘀通络以活血治疗黄褐斑。"""
Journal Article,姜希; 李楠; 徐佳,2018,陈彤云中药治疗疣类疾病经验分享,陈彤云;中药治疗;疣类疾病,"""疣是由人类乳头瘤病毒(HPV)感染引起的常见慢性表皮增生性皮肤病,人是唯一宿主。祖国医学将其称为""""疣目"""",北京中医医院皮肤科陈彤云教授认为其病机特点在于风、热、毒、瘀,治以调和气血、解毒散瘀为原则,以紫蓝方为基础口服方,酌情加减,同时配合自拟中药方,外用以擦拭或泡洗患处,疗效良好,为临床治疣提供了一种较为简便的、行之有效的治疗方法,值得推广应用。"""
Journal Article,徐佳; 姜希; 陈彤云,2022,从“脾升胃降”谈陈彤云论治皮肤病的学术思想,陈彤云;脾升胃降;皮肤病,"""从“脾升胃降”论治皮肤病是陈彤云教授学术思想之一。陈彤云认为脾胃失健是皮肤病发生的重要因素,脾胃气机升降失司更是“湿邪”致病的核心病因病机。通过总结陈彤云教授对“脾升胃降”理论的认识和运用,分析其应用升清降浊、斡旋气机来调畅脾胃升降之枢治疗皮肤病的临床经验。"""
Journal Article,徐佳; 姜希; 曲剑华; 陈彤云,2019,从脾升胃降论陈彤云治疗慢性唇炎经验,赵氏皮科流派;陈彤云;慢性唇炎;名医经验,"""陈彤云教授认为口唇由脾胃所主,慢性唇炎的核心病机在于脾阳不升、胃阴不降、气机失调、中焦不运,治疗原则为升降润燥,通过调畅气机,升阳助脾,益胃润下。"""
Journal Article,曲剑华姚卫海李惠云任蜀兵陈彤云,2002,痤疮口服液治疗痤疮前后血清睾酮、雌二醇水平观察,,
Thesis,张怿,2012,带状疱疹临床资料及陈彤云教授典型医案分析,带状疱疹;辨证论治;陈彤云;典型医案,"""带状疱疹是一种由水痘-带状疱疹病毒引起,以沿单侧周围神经分布的簇集性小水疱,常伴明显的神经痛为特征的病毒性皮肤病,是皮肤科的常见病多发病。由于其伴随的神经痛较重,且易导致带状疱疹后遗神经痛的发生,尤其在老年人中疼痛迁延不愈,严重影响正常工作生活,给患者身心带来极大痛苦。西医对于本病初步形成了比较完善的治疗体系,主要以抗病毒、止痛、营养神经、神经阻滞以及物理治疗为主,但其中有些治疗方案的疗效并不十分满意,尤其是对老年顽固性后遗神经痛患者；另外如抗抑郁药、抗惊厥药、阿片类药物等本身具有较多不良反应；再如神经阻滞等方法存在一定危险性,不容易被老年人广泛接受；且西医治疗本病费用相对较高。中医对于带状疱疹的病名及病因病机早有认识,对于本病的治疗历史悠久,各代医家都有着丰富的临床诊疗经验；近代名家及现代医家对带状疱疹的病因病机及辨证论治的认识较为统一。在病因病机方面,大多认为本病因情志内伤,肝郁化火,兼感毒邪或因饮食不节,脾失健运,湿邪内生,复感毒邪而发此病；病久余毒未尽,气滞血瘀,不通则痛。病位多在肝、脾；在辨证论治方面,以肝经湿热、脾虚湿蕴、气滞血瘀三型为主。近年来,中医药治疗带状疱疹方法多种多样,具有特色,无论是内服汤药,中医外治疗法,针灸治疗或是电针围刺、刺络拔罐等均各具特色且取得了较好的疗效。中医药与西医药相比治疗方法更为丰富,具有疗效好,副作用小,后遗神经痛发生率低等优势,故中医药在治疗带状疱疹及带状疱疹后遗神经痛方面有广阔前景。本论文主要包括文献综述、临床研究及陈彤云教授经验三部分。第一部分文献综述共两篇：第一篇为中医学对带状疱疹的认识、治疗和研究概况。包括古代文献中类似于带状疱疹的各种病名,从古至今名老中医对带状疱疹病因病机的认识、治疗用药的概述,以及近五年来中医药对带状疱疹及带状疱疹后遗神经痛的治疗研究进展。第二篇为近年来现代医学对带状疱疹的流行病学、病因、发病机制及治疗方法的研究进展概述。第二部分临床研究：此部分主要通过对73例带状疱疹住院病人的临床资料进行分析,总结本病流行病学特点及我科治疗带状疱疹常用方法、中医辨证分型、遣方用药规律；本研究发现女性患者多于男性,中老年患者发病率较高,以精神压力及疲劳为主要诱发因素,受累神经主要集中在三叉神经及腰骶神经区；中医辨证论治主要分为肝经郁热、脾虚湿蕴、气滞血瘀三型。第三部分教授经验：通过典型医案研究陈彤云教授的临证经验及遣方用药特点,总结陈教授对于本病的学术思想及辨证论治经验,为临床辨证施治及用药提供一定的参考。"""
Journal Article,刘德坤; 杨磊; 曲剑华,2023,国医大师陈彤云从“脾阴不足”论治慢性唇炎经验探析,慢性唇炎;脾阴不足;陈彤云;经验,国医大师陈彤云认为慢性唇炎病机多虚实夹杂，标实见湿、热、燥三邪，此三邪日久伤及脾阴，亦可由脾阴不足而来，故慢性唇炎的治疗当重视滋养脾阴，依据症状不同精细辨证，从时间分类角度，从脾阴不足论治慢性唇炎，为中医药治疗慢性唇炎提供临床思路。
Newspaper Article,林敬; 尹薇; 刘玫妍; 乔靖芳; 董颖钰; 毛圆圆; 姚欣然; 孔天骄; 王艾冰; 邱越; 石梦竹,,国医大师们擅长治啥病,,
Journal Article,宋丽萍; 杨磊; 肖翔; 曲剑华,2022,基于FangNet平台的陈彤云治疗肺胃蕴热型与肠胃湿热型痤疮的用药规律,痤疮;肺胃蕴热型;肠胃湿热型;陈彤云;用药规律,"""目的 通过FangNet (http://fangnet. org)平台分析全国名中医陈彤云教授治疗肺胃蕴热型和肠胃湿热型痤疮的用药规律。方法 收集2010—2020年陈彤云教授治疗的痤疮病案206例,纳入FangNet (http://fangnet. org)平台,分类设立证候、症状、处方标签,随机提取肺胃蕴热型和肠胃湿热型的痤疮病例各50例,进行Herb重要性排序,中药-中药协同互斥性分析以及中药-症状关联性分析。结果 陈彤云教授治疗肺胃蕴热型痤疮核心药物19味,治疗肠胃湿热型痤疮核心药物18味。结论 陈彤云教授在治疗肺胃蕴热型和肠胃湿热型痤疮时,首重清热,治以清热解毒化湿、活血祛瘀散结为主。"""
Journal Article,谭馨宇; 陈朝霞; 余思慧; 段昱竹; 曲剑华,2023,基于FangNet平台的陈彤云治疗黄褐斑的用药规律与经验挖掘,黄褐斑;陈彤云;用药规律;临床经验,目的 运用名医传承一体化平台内置FangNet分析系统，挖掘国医大师陈彤云治疗黄褐斑的用药规律与经验。方法 收集2010—2021年陈彤云教授治疗黄褐斑的病案165例，录入FangNet平台，选择完成三诊的111例病案提取症状、处方标签，进行网络建设及拓扑挖掘。结果 陈彤云治疗黄褐斑核心中药23味，排名前10位的有当归、白芍、红花、桃仁、川芎、熟地黄、茯苓、白术、柴胡、枸杞子；常用药对15对，其中红花-桃仁最常用，其次当归-川芎；发现5个常用中药聚类，其中当归、白芍、红花、桃仁、川芎是陈彤云治疗黄褐斑最重要的中药群。结论 陈彤云治疗黄褐斑时重视肝、脾、肾，以补法和消法为主，善于使用补虚及活血化瘀类中药。
Thesis,张巧文,2023,基于复杂网络从“脾升胃降”探究陈彤云辨治痤疮思路,痤疮;脾升胃降;陈彤云;数据挖掘;复杂网络;中医传承,"""目的通过运用复杂网络的数据挖掘方法,整理分析陈彤云名老中医从“脾升胃降”理论治疗痤疮的辨治思路及核心处方,为学习和传承陈彤云名老中医学术思想和经验提供数据、客观证据支持.方法从北京中医医院his门诊系统导出2018年1月-2021年12月期间就诊于陈彤云名老中医门诊的痤疮患者498例,根据纳入排除标准剔除不符合标准的48例,共纳入450例。以450例患者实际临床诊疗数据库为基础,通过复杂网络数据挖掘的方法,总结陈彤云名老中医辨治痤疮的辨证分型规律与有效核心处方。结果(1)本研究共纳入痤疮患者病例共450例,其中男性79例,女性371例,年龄最小者10岁,最大者49岁。皮损表现主要有红色丘疹(20%)、粉刺(19%)、脂溢明显(18%)、脓疱(14%);皮损部位主要有双颊部(28%)、口周部(23%)、额部(20%);其他症状主要有大便干(9%)、月经不调(9%)、腹胀(7%)、性急(6%)、纳差(6%)、月经错后(5%)。舌脉主要有:舌红(15%),舌淡红(10%),苔白腻(8%),苔白(7%),脉滑(6%),脉细(6%),苔黄腻(6%),脉弦(6%)。证型主要分为:胃肠湿热证(32.95%)、肝郁气滞证(32.50%)、痰凝血瘀证(15.91%)、脾虚湿蕴证(7.73%)、肺经风热证(5.91%)、冲任不调证(2.73%)、脾阳不足证(2.27%)。(2)复杂网络分析结果:痤疮的主要皮损依次为:面部油脂分泌过多、红色丘疹、粉刺、脓疱、结节。本研究共计入中药140味,其中频次占比前17味的中药为茵陈、川芎、丹参、当归、黄柏、连翘、虎杖、野菊花、百部、黄连、土茯苓、北豆根、泽兰、荷叶、大黄、茯苓、北柴胡。辨证分型分析:胃肠湿热证主要证见皮损新出或复发加重,颜面可见红色丘疹,脂溢明显增多,核心处方主要由清热除湿相关药物组成。脾虚湿蕴证主要证见面部淡红色丘疹、粉刺、面部出油多,部分患者可见结节、脓疱,可见腹胀、纳呆、乏力、大便不成形,核心处方主要由健脾利湿相关药物组成。痰凝血瘀证主要证见面部暗红色丘疹、结节、囊肿,伴有脓疱、粉刺、色沉、瘢痕,可有皮损疼痛,核心处方主要由活血化瘀类药物组成。肺经风热证主要症见红色斑片、红色丘疹、脓疱、粉刺,可伴有皮损瘙痒、灼热、口干、口渴、小便黄赤、咽红的症状。核心处方主要由清热凉血,清泻肺经风热药物为主。冲任不调证主要证见红色丘疹、暗红色丘疹、粉刺、脓疱,面部色沉明显、皮肤粗糙,临床上多见于青春期及围绝经期女性,容易在经前、经期加重。核心处方以补肾填精、活血调经药物为主。肝郁气滞证主要证见面部红色丘疹、粉刺、脓疱、结节,面色暗等症状,可见性急、焦虑、眠差。患者往往平素压力较大、容易熬夜、作息不规律。核心处方主要由疏肝理气类药物组成。脾阳不足证主要证见面部淡红色丘疹、红色丘疹、粉刺、脓疱,可见怕冷、喜暖、纳差,大便溏。核心处方主要由温补脾阳,健脾益气药物为主。结论:通过复杂网络的方法对陈彤云名老中医从“脾升胃降”理论辨治痤疮的经验进行总结:脾升胃降失司,则生痤疮,治疗以中焦枢纽为本,兼顾四方。①注重脾胃功能升降正常:通过清热利湿、健脾除湿、芳香化湿、温补脾阳等治法恢复中焦脾胃功能。②注重肝气条达对脾胃功能的影响:通过疏肝理气、健脾疏肝、清肝泻火等治法条畅肝气,助脾升阳,同时固护脾胃,使脾升胃降有序运转。③注重肺肾、冲任对脾胃升降功能的影响,通过清泻肺热、补益肝肾,活血调经等方法补虚泻实以恢复气机升降。④祛邪为要,注重固本:痤疮日久,气血津液不通,易生痰湿血瘀阻塞经脉,经脉闭阻,气机升降失用,从而形成双向恶性循环加重病情,运用软坚散结、活血化瘀,燥湿化痰法清利经络,畅通道路,常配以柴胡同用,一是能畅通气机,二是能助脾升阳,使中焦脾升胃降恢复。⑤改善症状,身心同治:注重对患者的主观不适症状进行治疗,告诫患者治疗痤疮时需注意的事项,对因损美而产生心理负担的患者进行心理宽慰,身心同治。"""
Thesis,刘欣蔚,2022,基于复杂网络挖掘陈彤云治疗黄褐斑辨治思路,黄褐斑;陈彤云;数据挖掘;核心处方;中医传承,"""目的采用复杂网络数据挖掘的方法,深入挖掘整理分析陈老治疗黄褐斑的辨证思路和有效核心处方药物的加减配对,运用实际临床诊疗数据库,以疾病为基础,以临床疗效为导向,为更好的传承和学习陈彤云名老中医思想和经验提供客观学术资料和依据。方法医院HIS系统导出2018年1月1日至2021年3月1日就诊于北京中医药大学北京中医医院陈彤云名老中医门诊的黄褐斑患者共计248例,根据纳排标准,剔除不符合要求的数据20例,共计228例,以患者的实际临床诊疗数据库为基础,通过文献综述和复杂网络数据挖掘的方法,总结陈老辨治黄褐斑的核心思路,有效核心处方以及加减用药规律。结果此次研究共纳入符合黄褐斑标准的患者病例228例,对患者的性别、年龄、皮损症状、皮损部位、兼夹症、舌脉等基本信息进行了频次统计,对患者的皮损症状、兼夹症、舌脉、中药、中药与症状的关联度、中药的关联度进行了数据挖掘分析。具体结果如下:(1)频数统计显示本次研究收集黄褐斑病例共228例,男女比例为1:27.5,其中男性8例,女性220例,以女性居多,将年龄分为6个梯度,其中年龄≤18岁的患者为0,年龄在40~50岁区间的为女性12例,男性0例,年龄在30~40岁区间的女性为94例,男性为0例,年龄在40~50岁区间的女性为94例,男性为6例,年龄在50~60岁区间的为女性2例,男性18例,年龄≥60岁的为女性2例男性0例,其中年龄最小者22岁,最大者67岁,皮损部位频次占比≥10%的有双颊部、双颧部、额部;皮损症状频次占比≥10%的为淡褐色斑、褐色斑、黄褐色斑、呈片状或者大片状,边界不清,皮肤干燥症状;其他症状频次占比≥10%的有乏力、畏寒肢冷、腹胀、纳呆等脾肾阳虚的症状,有性急、眠差、梦多、心烦、月经有血块、痛经等肝郁血瘀的症状,有腰酸、经色暗、月经量少、大便干、入睡困难等肾阴不足的症状。舌象频次占比≥10%的有苔白、舌淡暗、舌红、苔薄白、舌质暗。脉象频次≥10%的有脉沉细、脉细、脉弦、脉沉、脉细弦。本研究共计入中药156味,其中频次占比≥35%的前20味中药为红花、当归、白芍、茯苓、桃仁、熟地黄、川芎、枸杞子、炒白术、莪术、菟丝子、北柴胡、续断、炙黄芪、山茱萸、泽兰、党参、阿胶、益母草、桂枝。以活血化瘀药为主,兼有补肾、健脾、疏肝、益气、调经药等。(2)复杂网络统计显示:黄褐斑的主要皮损症状以褐色斑、淡褐色斑,黄褐色斑、深褐色斑为主,片状或大片状,边界不清,伴有皮肤干燥等症状,兼症以乏力、月经量少,畏寒肢冷,性急,眠差,梦多,入睡困难,腰酸、腹胀,月经量少,经色暗等为主。核心用药为茯苓、红花、当归、桃仁、熟地黄、白芍、枸杞子、川芎、莪术、炒白术、菟丝子共计1 1味药,其中核心用药中川芎、红花、桃仁等活血药与茯苓、白术、白芍、熟地黄、枸杞子等健脾、柔肝、补肾药配伍应用。根据加减用药辨证分型,将黄褐斑分为肝郁血瘀证、脾虚证、肾阴不足证和阳虚证。除去核心用药常见药对为肉桂与附子,紫苏梗与陈皮,连翘与茵陈,清半夏、黄芩、柴胡,生龙骨与生牡蛎。(3)根据复杂网络数据挖掘,总结陈彤云辨治黄褐斑核心思路及用药经验:陈老在临床中认为辨病与辨证同样重要,善于抓住主要病机对症下药,认为黄褐斑的主要病机为“瘀血”,重视脏腑功能对皮肤病的影响,强调肝、脾、肾三脏在黄褐斑的病因病机及治疗方面的重要性,治疗中在“活血化瘀”的基础上,加用疏肝、健脾、益肾的药物。同时,在诊疗黄褐斑时重视女性月经的调治,一方面黄褐斑好发于女性。另一方面女性经血的量、色、质又能反应人体的气血盈亏。"""
Journal Article,肖翔; 曲剑华; 周冬梅,2021,基于数据挖掘陈彤云教授治疗慢性荨麻疹的用药规律,荨麻疹;慢性;用药规律;陈彤云;数据分析,目的 挖掘陈彤云教授治疗慢性荨麻疹的用药规律，为治疗慢性荨麻疹提供思路。方法 选取2018—2020年陈彤云教授治疗慢性荨麻疹的中药处方共100张，运用中医传承计算平台对药物进行分析，得到中药的频次分布、药物功效、归经、核心药物组成等。结果单味药以白鲜皮、海桐皮、乌梅等使用频率最高；药物功效以利水渗湿药、清热药、解表药为主；归经以肺、脾、肝为主。结论 陈彤云教授治疗慢性荨麻疹以疏风解表为主，兼顾扶正护脾、养血活血，同时注意驱邪而不伤正。
Thesis,余思慧,2023,基于数据挖掘探讨曲剑华教授论治神经性皮炎的临床用药规律研究,曲剑华;数据挖掘;神经性皮炎;用药规律;关联规则;聚类分析,"""研究目的:利用数据挖掘技术,对曲剑华教授治疗神经性皮炎的门诊医案进行收集归纳整理,总结其论治神经性皮炎的经验及用药规律,便以更好的学习传承学术思想,并为临床治疗神经性皮炎提供经验参考。研究方法:通过首都医科大学附属北京中医医院所使用的HIS系统,收集2011年1月至2021年12月由曲剑华教授诊治的神经性皮炎患者信息,参考中医症候评分,筛选临床有效病例。运用Microsoft Excel 2019将有效信息分类提取并建立数据库,进行处方用药、药物功效、四气、五味、归经等频数分析;运用SPSS modeler14.1统计软件进行数据进行药物关联规则分析及复杂关联网络图构建;运用SPSS statistics 21.0绘制系统聚类树状图。同时通过访谈总结曲剑华教授的多年临床诊治经验,以“人机结合,专家为主”的方式全面总结曲剑华教授治疗神经性皮炎的用药经验及学术思想。研究结果:本研究共纳入患者566例,共计处方1682首。1.病例一般情况:568例患者男女比例约为1:1.83,以女性居多;年龄集中分布在14-97岁,平均年龄50.94岁,以中老年居多.2.高频用药分析:本次研究共纳入处方1682例,涉及药物306味,用药频次23687,平均单处方14味药,其中使用频次高于200的中药共30味,根据数据统计结果,排名前15的药物分别是地肤子、珍珠母、丹参、赤芍、白鲜皮、鸡血藤、龙胆草、黄柏、秦艽、苦参、白蒺藜、酸枣仁、白芍、白术、当归,主要功效为清热燥湿、凉血解毒养血润肤止痒等。功效排名前三类的药物分别为清热药、补虚药及利水渗湿药。用药以苦、寒为主,入肝经者最多。4.关联规则分析:常用药对为“地肤子--珍珠母”、“丹参--珍珠母”、“珍珠母--赤芍”、“地肤子--赤芍”、“地肤子--白鲜皮”。药物组合方面,以鸡血藤、丹参、地肤子→珍珠母关联最强。5.系统聚类分析:通过聚类分析,高频药物可分为7组:①珍珠母、丹参、鸡血藤、赤芍、地肤子、龙胆草、秦艽、白鲜皮、酸枣仁、黄柏、苦参、白芍;②茯神、菊花;③白术、薏苡仁、陈皮、茯苓,;④黄芩、牡丹皮、甘草、生地黄;⑤当归、川芎、首乌藤、防风;⑥全蝎、威灵仙、白蒺藜;⑦马齿苋。结论:曲剑华教授认为“风、湿、热、虚”是神经性皮炎发病的重要因素,以“湿热、血虚”为关键。病位主要在肺、脾,与肝、肾密切相关。治疗遵循扶正祛邪为原则,以清热祛湿、祛风止痒、疏肝活血、养血润肤为基本治法,兼以补虚扶正、顾护脾胃。用药以珍珠母、丹参、鸡血藤、赤芍、地肤子、龙胆草、秦艽、白鲜皮、酸枣仁、黄柏、苦参、白芍为核心处方,在核心处方基础上随症加减。常用药对为地肤子--珍珠母、丹参--珍珠母。善用补血活血药,如当归、鸡血藤等,用药轻灵,临床疗效较好。"""
Journal Article,韩媛,2011,名医陈彤云的养生法,,"""<正>陈彤云1921年出生于中医世家,是北京中医医院的主任医师、著名的皮肤科专家、国家级名老中医。她从事中医皮肤科临床工作60余年,十分擅长诊治皮肤疾病,尤其在诊治黄褐斑、痤疮、扁平疣等损容性皮肤病方面有着丰富的临床经验。如今,陈老已经年过九十,但仍然精神矍铄、步履稳健、耳聪目明。那么,陈老究竟有哪些养生诀窍呢?"""
Journal Article,程思礼,2011,名医陈彤云谈如何治疗痤疮,,"""<正>陈彤云(1921年～)出生于中医世家,是北京中医医院的主任医师、著名的皮肤科专家、国家级名老中医。她十分擅长诊治皮肤科疾病,尤其在诊治黄褐斑、痤疮、扁平疣等损容性皮肤病方面有着丰富的临床经验。在从事中医皮肤科临"""
Journal Article,陈青,2000,平淡、挚爱写人生——记中医皮科专家陈彤云,,"""<正> 提起陈彤云的名字,中医界无人不晓,她对粉刺痤疮、异位性湿疹、带状疱疹后遗症、扁平疣、寻常疣等疑难病症的治疗有独特之处,是一位赫赫有名的中医皮科专家。 她以高明的医术使无数患者解除病痛,恢复了健康。然而更值得一提的是,和陈彤云接触交往过的人都有一个感觉:她年事已高,却显得非常年轻。一头乌发,"""
Journal Article,高寒,1998,歧黄妙用巾帼心——访皮肤科专家、京城六君子之一陈彤云教授,,"""<正> 第一次见到陈彤云教授时,我简直不能相信她已经有77岁高龄了,老人面色红润、精神矍铄。得知我是""""中医科技""""专栏的记者,现任中国中医药学会顾问的陈教授兴致勃勃地谈起来。出身于中医世家的陈彤云自幼受到家庭的熏陶,深爱歧黄。当她自北京辅仁大学毕业时正值国土沦丧,因所学为经济专业报国无门,年轻有为的陈彤云毅然改行,从师于当时有""""扁鹊再世""""之称的京都名医哈锐川老先生。经过配药、制剂到临诊的学习与磨练,陈彤云在抗战胜利时便开始皮外科应诊:解放后在北京中医院皮肤科工作,又受过著名皮科专家赵炳南教授的亲传,她的医术日臻成熟,担任该院皮肤科主任医师。从医50年来她对皮肤病尤其是颜面痤疮、湿疹、黄"""
Journal Article,李杰,2015,首都医科大学附属北京中医医院皮肤科曲剑华教授,,"""<正>曲剑华,首都医科大学附属北京中医医院皮肤科副主任,兼北京市赵炳南皮肤病医疗研究中心办公室主任、主任医师、副教授、硕士研究生导师,国家级名老中医——""""第二届首都国医名师""""陈彤云徒弟。任中华中医药学会中医美容分会副主任委员,北京医师协会医疗美容专科医师分会副会长,北京市中医管理局中医"""
Journal Article,陈勇曲剑华,2004,五脏六腑病理变化与皮肤病——陈彤云治疗皮肤病理论浅析,皮肤病;脏腑辨证;老中医经验;学术探讨,"""总结全国名老中医陈彤云皮肤病脏腑辨证的学术思想。分析了五脏六腑的生理、病理变化在皮肤上的反映 ;指出皮肤的生理、病理变化反映五脏六腑、气血津液、经络血脉的生理、病理变化 ;强调“有诸内必形诸外” ,皮肤病的辨证施治必须从中医的脏象学说和整体现出发 ,坚持中医的特色。"""
Journal Article,周颖,2016,杏苑仁者寿彤云映满天——记首都国医名师陈彤云教授,,"""<正>说""""90""""后是因为她已经95岁了,2011年曾获北京市""""健康有为老寿星""""称号。虽然已过耄耋之年,但她能用电子邮件为徒弟修改论文;上网看新闻、打游戏,用最新款智能手机收发短信,摸索应用APP软件。说健康是因为她精神矍铄、体态优雅、思维敏捷、皮肤白皙。由内而外的独特风韵和不凡气质,是她不言医术而广为赞叹的代言人,形成了女性羡慕与向往的""""陈彤云品牌""""。说有为是因为她至今仍坚持在"""
Journal Article,陈露; 徐佳,2023,燕京赵氏皮科流派治疗硬皮病的经验传承,硬皮病;辨证论治;燕京赵氏皮科流派;经验传承;学术流派,硬皮病是皮肤科重点关注的难治性皮肤病之一，燕京赵氏皮科流派对硬皮病有着独特的认识，形成了较为完善的辨治体系，并在传承中不断发展和创新。赵氏流派认为营血亏虚、肺脾肾不足为发病内因，风寒湿邪侵袭为外因，内外合邪而发病，肺气虚、脾肾阳虚贯穿始终，疾病后期终致阴阳两虚。临证治疗重视补脾益肺，温补脾肾，温经通络，活血软坚，破瘀通滞，取得了良好的临床疗效。
Journal Article,曲剑华,1995,疡医名老陈彤云,,疡医名老陈彤云北京市中医研究所（１０００１０）曲剑华一、从医简历陈彤云教授，１９２１年出生于北京的一个中医世家，父亲陈树人先生以善治湿热病而享盛名。受家庭薰陶，陈老自幼爱好中医，喜欢旁听父亲授徒时讲解四部经典、本草汤头。后来就读辅仁大学，每遇闲暇假日...
Journal Article,,2017,资讯,,"""<正>能""""望闻问切""""的""""阿尔法狗""""或将出现""""标准化是推动中医药学术发展的有效方式。""""近日召开的第二十三届国家中医药发展会议上,世界中医药学会联合会秘书长桑滨生提出,中医药标准化发展与人工智能相结合,将有可能""""驯化""""出另一只""""阿尔法狗"""",完全可以胜任望闻问切。""""中医特色的辨证论治、个性化治疗并不是三个医生给一个感冒患者开出三个不同的处方,而是一个中医可能给三个感冒患者开出不同的处方。""""桑滨生认为,中医药标准化发展与个性化治疗并不矛盾,恰恰是标准化体"""
