ID,名医,资料来源,西医病名,中医病名,证候,临床表现,治法,方名,组成,主治,加减,用法用量,论治经验,方解,备注
134,朱仁康,"杨文思. “肺主皮毛”理论的文献研究[D].北京中医药大学,2009.",荨麻疹,,风湿型,属于丘疹性荨麻疹一类，小儿患者较多见。由于脾运失健，外受风湿之邪，周身散发丘疹水疱或大疱，焮起红块，晚上痒重。,,祛风胜湿汤,荆芥$防风$羌活$蝉衣$陈皮$茯苓$银花$甘草,丘疹性荨麻疹,脾虚失运者加枳壳$白术。,,,来源于局方之消风散。荆芥$防风宣散肌表风邪；羌活祛风胜湿；蝉衣散风热$消瘾疹；陈皮$茯苓利水渗湿，健脾和中；银花$甘草清热化毒），脾虚失运者加枳壳$白术。 ,
135,朱仁康,"杨文思. “肺主皮毛”理论的文献研究[D].北京中医药大学,2009.",荨麻疹,,脾胃型,相当于肠胃型荨麻疹。由于脾运失健，外受风寒。证见身发风块，胃纳不振，腹痛腹胀或恶心呕吐，大便溏泄。脉弦缓，苔白或腻。,健脾理气$祛风散寒,健脾祛风汤,苍术$陈皮$茯苓$泽泻$大枣$荆芥$防风$羌活$生姜$木香$乌药,肠胃型荨麻疹,,,,苍术$陈皮$茯苓$泽泻$大枣健脾助运；荆芥$防风$羌活$生姜祛风散寒；木香$乌药理气止痛,
136,朱仁康,"杨文思. “肺主皮毛”理论的文献研究[D].北京中医药大学,2009.",荨麻疹,,脾胃型,相当于肠胃型荨麻疹。由于脾运失健，外受风寒。证见身发风块，胃纳不振，腹痛腹胀或恶心呕吐，大便溏泄。脉弦缓，苔白或腻。,健脾理气$祛风散寒,搜风流气饮加减,,肠胃型荨麻疹,,,,,
137,朱仁康,"杨文思. “肺主皮毛”理论的文献研究[D].北京中医药大学,2009.",荨麻疹,隐疹,血热型,多见于人工荨麻疹（皮肤划痕症），中医称为风隐疹。由于心经有火，血热生风。一般身起风块较少，每到晚间皮肤先感灼热刺痒，搔后随手起红紫条块，越搔越多，发时心中烦躁不安。脉弦滑带数，舌红苔薄黄。,凉血清热$消风止痒,凉血消风散,生地$当归$甘草$知母$生石膏$荆芥$蝉衣$苦参$白蒺藜。,人工荨麻疹（皮肤划痕症）,,,,由《医宗金鉴》之消风散增减而成。生地$当归$甘草凉血润燥；知母$生石膏清肌热；荆芥$蝉衣消风；苦参$白蒺藜祛风止痒）加减治之。,
138,朱仁康,"杨文思. “肺主皮毛”理论的文献研究[D].北京中医药大学,2009.",荨麻疹,,血瘀型,由于瘀阻经隧，营卫之气不宣，风热或风寒相搏，证见风疹块暗红，面色晦暗，口唇色紫，或风疹块见于腰围$表带压迫等处。脉细涩，舌质紫黯。,,活血祛风汤,归尾$赤芍$桃仁$红花$荆芥$蝉衣$蒺藜$甘草,,,,,重用活血药归尾$赤芍$桃仁$红花等，佐以荆芥$蝉衣$蒺藜消风；甘草调和诸药,
139,朱仁康,"杨文思. “肺主皮毛”理论的文献研究[D].北京中医药大学,2009.",荨麻疹,,血瘀型,由于瘀阻经隧，营卫之气不宣，风热或风寒相搏，证见风疹块暗红，面色晦暗，口唇色紫，或风疹块见于腰围$表带压迫等处。脉细涩，舌质紫黯。,,通经逐瘀汤,地龙$皂角刺$刺猬皮$桃仁$赤芍$银花$连翘,,风热加银花$连翘，风寒加麻黄$桂枝。,,,地龙$皂角刺$刺猬皮通行经络，搜风止痒；桃仁$赤芍活血化瘀；银花$连翘清热解毒）加减以治之。,
140,张志礼,"杨文思. “肺主皮毛”理论的文献研究[D].北京中医药大学,2009.",荨麻疹,,风热型,多见于急性荨麻疹。发病急，风团色红，灼热剧痒，兼见发热$恶寒$咽喉肿痛$心烦口渴$胸闷腹痛$恶心欲吐，脉浮数，舌红苔薄白或薄黄。辨证属风热袭表，肺卫失宣。,辛凉解表$疏风清热,荆防方加减,荆芥$防风$牛蒡子$牡丹皮$浮萍$生地黄$薄荷$黄芩$蝉衣$马齿苋$白鲜皮$桑白皮$地肤子$冬瓜皮等,急性荨麻疹,,,,,
141,张志礼,"杨文思. “肺主皮毛”理论的文献研究[D].北京中医药大学,2009.",荨麻疹,,风寒型,多见于寒冷性荨麻疹。皮疹色淡红，遇风冷皮疹加重。伴口不渴，或腹泻。舌体淡胖，苔白，脉浮紧。辨证属风寒束表，肺卫失宣。,辛温解表$宣肺散寒,麻黄汤加减,麻黄$杏仁$干姜皮$浮萍$白鲜皮$丹皮$陈皮$僵蚕$赤芍$甘草等,寒冷性荨麻疹,,,,,
142,张志礼,"杨文思. “肺主皮毛”理论的文献研究[D].北京中医药大学,2009.",荨麻疹,,阴血不足$血虚受风型,皮疹反复发作，迁延日久，午后或夜间加剧，心烦，易怒，口干，手足心热。舌红少津或舌质淡，脉沉细。辨证属阴血不足，风邪束表。,滋阴养血$疏散风邪,当归饮子加减,当归$川芎$熟地$赤白芍$首乌藤$生黄芪$刺蒺藜$防风$浮萍$白鲜皮等。 ,,,,,,
143,张志礼,"杨文思. “肺主皮毛”理论的文献研究[D].北京中医药大学,2009.",荨麻疹,,脾肺两虚$风寒束表型,皮疹颜色淡，遇风寒加重，素体虚弱，面色恍白，口不渴，舌质淡边有齿痕，苔白，脉浮缓。辨证属脾肺两虚，卫气不固。,健脾益肺$益气固表,玉屏风散合多皮饮加减,黄芪$太子参$白术$茯苓$陈皮$桑白皮$五加皮$白鲜皮$刺蒺藜$防风$浮萍$当归$赤芍等。 ,,,,,,
144,李今庸,"杨文思. “肺主皮毛”理论的文献研究[D].北京中医药大学,2009.",荨麻疹,,风热型,外感风热，症见皮肤上突然出现大小不等$形状不一的皮块成片，色红，灼热，瘙痒，此起彼消，心中烦乱不适等。,行血$凉血$祛风散热,,当归$川芎$赤芍$荆芥$防风$连翘$薄荷$甘草$茯苓$紫背浮萍,,,,,,
145,李今庸,"杨文思. “肺主皮毛”理论的文献研究[D].北京中医药大学,2009.",荨麻疹,,风寒型,症见皮肤上突然出现大小不等形状不一的皮疹，成块成片，色白，瘙痒，此起彼伏等。,疏风散寒,荆防败毒散加减,羌活$独活$柴胡$前胡$茯苓$炒枳壳$防风$荆芥$桔梗$川芎$甘草。,,,,,,
146,李今庸,"杨文思. “肺主皮毛”理论的文献研究[D].北京中医药大学,2009.",荨麻疹,,风寒型,症见皮肤上突然出现大小不等$形状不一的皮疹成片，色白瘙痒，此起彼伏，并兼见汗出$恶风等。,疏风散寒$调和营卫,桂枝汤加味,桂枝$白芍$炙甘草$生姜$蒴藋$炒枳实$大枣。,,,,,,
147,陈凯,"刘冬梅.陈凯教授治疗女子更年期皮肤病的临床经验[J].皮肤病与性病,2005,04:25-26.",更年期皮肤病,,,"如色素障碍性皮肤病中的黄褐斑$黑变病;皮肤附属器疾病的痤疮, 脂溢性皮炎$玫瑰痤疮;精神障碍性皮肤病如:瘙痒性皮肤病的瘙痒症$神经性皮炎$痒疹;变态反应性疾病的荨麻疹$湿疹;红斑鳞屑性皮肤病的银屑病以及女阴黏膜病的老年性女阴萎缩$硬化苔藓型营养不良等。",补肾养阴清热疏肝法,,"沙参, 元参, 麦冬,生地, 女贞子, 旱莲草, 五味子, 当归, 双花, 香附, 黄芩, 桑叶, 菊花, 白蒺藜$首乌藤等。",,,,,,
148,赵炳南,"李振鲁,杨润浩.多皮饮治疗慢性荨麻疹[J].中医研究,1989,03:7.",荨麻疹,,,,健脾除湿$疏风活血,多皮饮,"地骨皮$五加皮$大腹皮$粉丹皮$川槿皮各10克,桑白皮$白鲜皮$赤苓皮$冬瓜皮$扁豆皮各15克,干姜皮6克。",,,"每日1剂,水煎服,15天为1疗程。",,,
149,赵炳南,"翟晓翔,王蒙蒙.多皮饮治疗疑难皮肤病经验[J].天津中医药,2014,12:737-738.",荨麻疹,瘾疹,脾虚风阻$阻滞肌肤腠理,患儿躯干及四肢散见淡红色风团，大小不等，瘙痒明显，周身可见少量抓痕血痂。面色少华，倦怠乏力，伴有腹痛，便溏。舌质淡红，苔薄白，舌体胖，有齿痕，脉浮滑。,健脾除湿$和血调营$祛风止痒,多皮饮,地骨皮6 g，五加皮6 g，桑白皮9 g，干姜皮6 g，大腹皮6 g，白鲜皮9 g，牡丹皮6 g，赤苓皮9 g，冬瓜皮9 g，扁豆皮9 g，陈皮6 g，当归9 g，浮萍6 g，7 剂,,,每日1 剂，水煎外洗，每日1~2 次。,按语：荨麻疹中医称“瘾疹”，《圣济总录》曰：“身体风瘙而痒，搔之隐隐而起”，故名瘾疹。慢性荨麻疹的皮损反复发作达每周至少两次并连续6周以上。小儿慢性荨麻疹发病率目前呈现逐年递增的趋势，病程不仅较长，且极易反复发作，迁延难治。西医首选第二代抗组胺类药物，但是5%~50%的患者不能被完全控制症状，虽然糖皮质激素类药物可以很好地控制症状，但不良反应较多。小儿常先天禀赋不足，脾胃娇嫩，容易为饮食所伤，脾胃虚弱，湿从内生，卫外不固，风寒$风热之邪客于肌表，阻于肌肤而发。本案患儿全身起风团伴瘙痒1 a，风团色淡红，面色少华，倦怠乏力，伴有腹痛，便溏，结合舌苔脉象，辨证属脾虚风阻之象，方选多皮饮健脾除湿$疏风和血。方中五加皮配伍干姜皮$陈皮能祛风湿散寒理气；赤苓皮$冬瓜皮$扁豆皮$大腹皮四药合用健脾利水除湿，使邪祛而不伤正；辅以浮萍疏风解表于腠理，当归养血入血分，此二药沟通表里，调和气血阴阳。值得注意的是本方内服常出现腹泻，且口服口感苦而辣，儿童内服难度较大，故改内服为外洗，由于外洗药物能直达病所，故疗效同样显著。且根据皮损用药原则，风团宜选用洗剂，具有清凉止痒$保护$干燥$消斑解毒的作用。可见多皮饮外洗不失为治疗小儿顽固性荨麻疹的有效方法之一。,,
150,赵炳南,"翟晓翔,王蒙蒙.多皮饮治疗疑难皮肤病经验[J].天津中医药,2014,12:737-738.",水肿,赤白游风,风寒挟湿,唇部反复水肿5 a，加重1 周，患者5 a 来，唇部经常无诱因水肿，初起消退较快，后持续时间延长，遇寒后常加重，每次发作多口服甲基强的松龙$盐酸非索非那定$盐酸左西替利嗪治疗，症状暂时可得到缓解，但经常反复。1 周前病情加重，双唇水肿明显，伴轻度呼吸困难。刻诊：双唇水肿，下唇较重，紧张发亮，色淡红，压之无凹陷，色不变，微恶风寒，纳呆，大便稀。舌质淡，苔白腻，脉沉缓。,健脾益肺$疏风散寒$利水消肿,多皮饮,地骨皮15 g，五加皮15 g，桑白皮15 g，干姜皮10 g，大腹皮15 g，白鲜皮30 g，牡丹皮10 g，赤苓皮15 g，冬瓜皮15 g，扁豆皮15 g，川槿皮15 g，7 剂,,,每日1 剂，水煎服。,血管性水肿又称巨大荨麻疹，是一种发生于皮下疏松组织或黏膜的局限性水肿。中医称“游风”$“卒（猝）风肿”$“赤白游风”等。《外科大成》曰“游风者，为肌肤倏然赤肿痛，游走无定，由风热壅滞，荣卫不宣，则善行而数变矣……”本案患者唇部反复水肿5 a，加重1 周，双唇水肿，下唇较重，紧张发亮，色淡红，压之无凹陷，色不变，微恶风寒，结合舌苔脉象，辨证属于风寒挟湿之象，患者纳呆，大便稀，乃脾虚之证。而“脾开窍于口，其华在唇”，患者长期服用抗组胺及糖皮质激素等，亦损伤脾胃，使脾运不健，水湿不化，复感风寒之邪，日久入里化热，风寒湿热相搏，郁于肌肤而发游风。因湿邪致病缠绵难愈，故血管性水肿易反复发作，多皮饮使用健脾利湿的皮类中药，如赤苓皮$冬瓜皮$扁豆皮$大腹皮健脾气助运化，使湿邪得以祛除。配合祛风清热之桑白皮$地骨皮$牡丹皮，辛温散寒祛湿之干姜皮$五加皮等，使风寒湿之邪得散，水道通利，辨证准确，标本兼顾，故水肿消退，疗效卓越。,,
151,陈美,"娄卫海,王莒生.陈美教授以血热血瘀为纲治疗银屑病的临床经验[J].中国民间疗法,2006,02:11-12.",银屑病,,血热证,"本证多见于银屑病进行期。发病急骤,新生点状皮疹迅速出现,旧有皮疹迅速扩大,皮疹鲜红,鳞屑较多,易于剥离,可见点状出血,同形反应常见,瘙痒相对较著。常伴有心烦易怒$口干舌燥$咽喉肿痛$便秘溲赤等全身症状,舌质红或绛,舌苔白或黄,脉弦滑或数",清热解毒凉血,,金银花$连翘$野菊花$生地$生槐花$板蓝根$紫草$白茅根,,"伴咽喉肿痛者,加玄参$北豆根$蚤休; 心烦易怒者,加龙胆草$黄连$栀子; 舌苔腻者,加土茯苓$茵陈$萆薢; 瘙痒较著者,加白鲜皮$白蒺藜;口干舌燥者,加麦门冬$天花粉; 便秘者,加大黄$枳壳; 溲赤者,加黄芩$苦参;热盛,皮疹进展快者,加羚羊角粉$水牛角粉。外用药物: 进行期皮疹以安抚润泽为原则,可选择性质温和,刺激性小的凡士林软膏$芩柏软膏。同时避免搔抓$烫洗等不良刺激。",,,,
152,陈美,"娄卫海,王莒生.陈美教授以血热血瘀为纲治疗银屑病的临床经验[J].中国民间疗法,2006,02:11-12.",银屑病,,血瘀证,"本证多见于银屑病静止期$消退期。皮疹不再进展,表现为大小不等的丘疹和斑块,皮疹红或暗红,较为肥厚$干燥,鳞屑或多或少, 舌质红或有瘀斑,舌苔白或黄,脉弦或缓或涩。",活血化瘀解毒,,生地$赤芍$白芍$丹参$三棱$莪术$鸡血藤$首乌藤$当归。,,"皮疹暗红者,加桃仁$红花; 鳞屑较多者,加女贞子$炙甘草; 大便溏者,加薏苡仁$白术; 斑块肥厚者加夏枯草$土茯苓$草河车。外用药物: 具体药物辨证选择同内服法,但剂型应以软膏为宜。",,,,
153,陈美,"娄卫海,王莒生.陈美教授以血热血瘀为纲治疗银屑病的临床经验[J].中国民间疗法,2006,02:11-12.",银屑病,,毒热炽盛证,"本证多见于红皮病型银屑病。因火热炽盛为毒,入于营血,煎灼肌肤而见周身皮肤弥漫潮红$浸润$水肿,大量脱屑或伴有渗出,常伴发热$烦躁$便秘$溲赤,舌红绛,苔黄,脉弦数。",清营解毒$凉血活血,,生玳瑁或羚羊角粉$鲜茅根$生石膏$知母$生地$板蓝根$牡丹皮$金银花$连翘$黄连。,,"肿胀明显或伴有渗出者,加冬瓜皮$赤茯苓; 口干者,加麦门冬$石斛;大便燥结者,加大黄$栀子。外用药物: 可选用油剂$软膏来保护$润泽皮肤,减少水分和热量的蒸发。",,,,
154,陈美,"娄卫海,王莒生.陈美教授以血热血瘀为纲治疗银屑病的临床经验[J].中国民间疗法,2006,02:11-12.",银屑病,,脓毒蕴蒸证,"本证多见于泛发性脓疱病型银屑病。因毒热炽盛,兼感湿邪,肉腐为脓。在水肿$灼热的潮红斑片上可见密集的粟粒大小脓疱,伴寒战高热$烦躁$大便秘结$小便短赤,舌红$苔黄腻或有沟纹,脉弦滑数。",清热凉血$解毒除湿,,生玳瑁或羚羊角粉$鲜茅根$生石膏$蒲公英$板蓝根$鱼腥草$茵陈$土茯苓$蚤休$连翘,,"瘙痒较著者,加白鲜皮$地肤子; 小便不畅,加六一散$泽泻。外用药物: 脓疱破溃处可用马齿苋水$甘草油清创;潮红斑片外用清热解毒软膏。",,,,
155,陈美,"娄卫海,王莒生.陈美教授以血热血瘀为纲治疗银屑病的临床经验[J].中国民间疗法,2006,02:11-12.",银屑病,,风湿痹阻证,"本证见于关节病型银屑病。血热炽盛,风湿毒热外袭,痹阻筋络$关节。初期关节红肿热痛,后期畸形弯曲,多侵犯远端指趾关节。皮疹或轻或重,但病情变化与关节症状的轻重相关。舌红苔腻,脉弦滑。",祛风除湿$通经活络,,桂枝$桑枝$当归$白芍$生白术$防风$鸡血藤$首乌藤$甘草。,,"发热口渴者,加生石膏$知母; 关节红肿明显者,加忍冬藤$莶草$络石藤; 关节红肿不甚,肿胀明显者,加苍术$海风藤; 关节变形者,加白花蛇舌草$地龙; 上肢重者,加片姜黄$羌活; 下肢重者,加木瓜$怀牛膝。",,,,
156,陈彤云,"仓田,王萍,王宝玺,陈彤云.陈彤云治疗神经性皮炎经验[J].中医杂志,2013,05:380-381.
",神经性皮炎,,,,,,龙骨３０ｇ（先煎），石决明３０ｇ（先煎），珍珠母３０ｇ（先煎），夜交藤３０ｇ，白芍１５ｇ，丹参１５ｇ，茵陈３０ｇ，茯苓１５ｇ。,,心脾两虚$心肾不交等导致的心悸$怔忡$虚烦不眠$健忘多梦等，加远志１０ｇ$酸枣仁３０ｇ$茯神１２ｇ$牡蛎２０ｇ$百合１５ｇ；皮损肥厚，加用连翘２０ｇ$夏枯草２０ｇ$炒皂角刺５ｇ$浙贝母１０ｇ；皮损色红，舌边尖红等热证明显者，加用黄芩１０ｇ$栀子１０ｇ$金银花１０ｇ$黄连４～１０ｇ$大青叶１５ｇ；瘙痒明显者加蒺藜１０ｇ$地肤子１５ｇ；肝郁气结，情绪郁闷不舒，加用柴胡６ｇ$菊花２０ｇ；便秘，加龙胆１５ｇ；舌胖有齿痕或大便溏稀等脾虚湿盛证，加冬瓜皮１５ｇ$茯苓皮１５ｇ$炒白术１５ｇ；脾胃受寒或脾胃虚寒导致的脘腹胀痛，加吴茱萸３ｇ$木香１０ｇ$厚朴６ｇ；胃痛反酸，加海螵蛸１０ｇ；饮食积滞，加神曲１０ｇ$炒麦芽１０ｇ；阴虚血热证，加生地黄１５ｇ$牡丹皮１０ｇ$赤芍１０ｇ；肝肾阴虚，虚火内扰所致的手足心热$虚烦不寐$舌红少苔，加用地骨皮１５ｇ$青蒿１５ｇ；如夏季湿热并重且舌苔厚腻者，加藿香１０ｇ$佩兰１０ｇ。,,,,
157,陈彤云,"陈勇,曲剑华,陈彤云. 陈彤云对黄褐斑的辨证论治[J]. 中国美容医学,2005,01:99-100.",黄褐斑,,脾失健运证,斑呈黄褐色，而色萎黄，头晕心悸，神疲嗜睡或失眠多梦，倦怠乏力，纳食小香。月经一般为后期，量少$色淡，点滴即停，或闭经，舌淡苔自$脉细。,健脾益气$养血调经,归脾汤加减,黄芪$人参$茯苓$白术$当归$肉桂$山药$远志$甘草$大枣$木香,,,,,全方益气补血$健脾调经。经血量少主要是脾失健运，气血生化小足，气虚血亏$运行滞涩。若山于大病或久病消耗，致使营血亏虚，则常伴有眼花$头晕$心悸$脉细$舌淡等，用药时应加自芍$熟地$阿胶等。若享赋素弱或多产(包括多次人工流产)以致肾气小足，精亏血少，则常伴腰酸乏力。用药时应加山英肉$构祀子$杜仲等;脾肾气虚，阳气小足，还要注意温阳散寒。,
158,陈彤云,"陈勇,曲剑华,陈彤云. 陈彤云对黄褐斑的辨证论治[J]. 中国美容医学,2005,01:99-100.",黄褐斑,,肝郁气滞证,面部斑颜色呈浅褐色或青褐色，常主诉烦躁$易怒;情志小遂$精神抑郁;月经前后小定期(月经提前或推后均在7天以上，且连续3-4个月)，经前常伴有双乳胀痛，舌质暗红，舌苔薄自或薄黄，脉弦或弦细。,舒肝理气调经,逍遥散加减,柴胡$白术$茯苓$当归$白芍$甘草$薄荷,,月经色暗有血块可加川芍$坤草$泽兰;痛经者加乌药$元胡$蒲黄;月经先期$淋漓小尽可加自头翁$椿皮$秦皮;心烦急躁加丹皮$栀子;脘闷加厚朴$陈皮$木香。,,,"方药重在疏肝$解郁，以柴胡疏肝解郁;肝为将军之官，以柔和为顺，故以当归$自芍养血柔肝。根据中医五行理论中“木”与“土”的关系，“见肝之病，当先实脾”，而以茯苓$白术$廿草和中健脾。肝气得舒，脾气健旺，则月经自调。
",
159,陈彤云,"陈勇,曲剑华,陈彤云. 陈彤云对黄褐斑的辨证论治[J]. 中国美容医学,2005,01:99-100.",黄褐斑,,脾失统摄证,斑呈黄褐色，患者而色苍自，头晕$倦怠$乏力，少气$懒言。月经先期$量多，自带多，舌质淡胖有齿痕，脉滑缓细弱。,补中益气$摄血调经,补中益气汤加减,人参$黄芪$当归$炙甘草$升麻$陈皮$白术$茯苓,,月经量少，可去升麻;血虚加白芍$熟地$山药$川芎。,,,全方重在益气健脾，补中摄血归经。黄茂$人参$茯苓$白术补中健脾$益气摄血;升麻升阳止泄，与人参$黄芪$白术$茯苓配伍升脾止泄;当归养血活血，陈皮健脾行气解郁，使气血运行顺畅。全方温中健脾养血活血，使脾气健旺$生化有源，统摄有权$血循常道，气血充盛$颜而荣润。,
160,陈彤云,"陈勇,曲剑华,陈彤云. 陈彤云对黄褐斑的辨证论治[J]. 中国美容医学,2005,01:99-100.",黄褐斑,,肾阴虚证,斑色深暗，月经量少，月经先期，手足心热，虚烦小得眠，目涩便干，舌质红$脉细数。,补肾养血$填精益髓,归肾丸$六味地黄丸加减,菟丝子$杜仲$枸杞子$山萸肉$当归$川芍$熟地$山药$茯苓,,阴虚火旺者去杜仲$菟丝子加丹皮$知母。,,陈彤云认为肾贮藏着秉承于父母的先天之精和水谷精微的后天之精，故肾阴又称元阴，是人体阴液的根本，是生长$发育和生殖的物质基础，肾的阴阳既要充盛，又要相对平衡$协调。如果肾阴亏损，使精小化血$精小化气，则精血$肾气都会小足，月经的异常就会随之而来;精血亏虚，头而失荣，或阴小制阳，虚火上炎，熏灼而部，血热滞结则发生黄褐斑。因此陈彤云在治疗用药时，以滋阴补肾为主，辅以养血活血，达到精血充盛，阴平阳秘，冲任调畅，化疲消斑的功效。同时又根据肾为水火之脏，肾之阴阳互根互生的理论，在滋补肾阴时又常常用菟丝子$杜仲等温补肾阳，以阳中求阴。但如果患者阴虚火旺的证候明显，则慎用之，否则常常加重虚火的上炎，致使颜而生疮长痘。,本方重在益精养血。熟地$山药$山萸肉$枸杞子滋肾养肝;菟丝子$杜仲填精益肾;茯苓健脾和中;当归$川芍养血调经，治肾而兼顾肝脾，使冲任得养$经水自调。,
161,陈彤云,"陈勇,曲剑华,陈彤云. 陈彤云对黄褐斑的辨证论治[J]. 中国美容医学,2005,01:99-100.",黄褐斑,,肾阳虚证,斑色黑褐$灰暗，经血暗黑，小腹冷痛，腰脊酸痛，畏寒$肢冷，夜尿频，带下清稀，舌质淡暗，脉沉迟。,温肾助阳$化瘀消斑,金匮肾气丸加减,熟地$山药$山萸肉$菟丝子$茯苓$丹参$淡附片$仙茅$仙灵脾$巴戟天$补骨脂$益智仁$细辛,,,,,全方在金匮肾气丸的基础上使用二仙汤$巴戟天$细辛等温肾助阳。陈彤云认为本证其本在肾亏阳虚，其标在气滞血疲，因此治疗上采取补益元阳，和血养营之法，令阳气渐壮，生发鼓动有力，阳生阴长，精血充沛，血脉流畅，自然瘀去新生，颜而皮肤得养，色斑逐渐消退。但对于阴阳俱虚，同时伴有阴虚火旺表现的应该慎用细辛$菟丝子等。,
162,陈彤云,"卢仲喜. 陈彤云治疗皮肤顽疾的经验[J]. 北京中医,2001,03:3-4.",荨麻疹,隐疹,风寒外袭$湿热内蕴型,"虽然有风寒外感之表现, 但体内湿热之象亦较明显, 寒热错杂, 治疗较为棘手。这类病人似有增多之势。主要是由于人民生活水平的提高, 食用辛辣酒酿$肥甘厚味的人越来越多, 因而导致体内湿热之邪较重。当风寒外袭, 寒邪就会入里化热, 加重湿热之邪, 形成风寒外束, 内有湿热之证。",,,麻黄$杏仁$连翘$当归$桑白皮$赤芍$丹皮$茯苓$泽泻$海桐皮$白鲜皮$秦艽$甘草,,,,,"此方系由经方“麻黄连翘赤小豆汤”化裁而成。方中麻黄$杏仁解毒宣肺, 以散风寒之邪;当归养血活血,“治风先治血, 血行风自灭” , 以助麻黄$杏仁祛散外邪之力;桑白皮$连翘清肺胃热, 茯苓$泽泻健脾除湿, 此四味药合用可祛除体内湿热之邪;赤芍$丹皮凉血活血, 以防血热生风而形成瘙痒;海桐皮$白鲜皮可祛风除湿清热, 均有较好的止痒作用;秦艽祛湿热, 甘草调合诸药, 二药经现代药理研究, 均有较好的抗过敏作用。由于此方配伍合理, 内外兼顾, 故对风寒外袭,湿热内蕴型荨麻疹有较好的疗效。",
163,赵炳南,"李红兵,徐萍,王晓红.当代名家湿疹内治要点概述[J].江苏中医药,2014,08:78-81.",急性湿疹$亚急性湿疹$传染性湿疹样皮炎,,,,泻肝胆火$清利湿热,加减龙胆泻肝汤,龙胆草9g$青连翘15g$干生地15g$车前子12g$淡黄芩9g$生栀子9g$粉丹皮9g$泽泻6g$苦木通9g$生甘草9g。,"急性湿疹，亚急性湿疹，传染性湿疹样皮炎。
",并常加入自创的以清心火为主的“三心方”：莲子心$连翘心$生栀子。,,赵炳南对数个“龙胆泻肝汤”组方分析， 认为其中数张同名方于临症所见之湿疡多有不对症。他根据临床经验认为：湿疡之为病，虽起于湿热，但急性发病时，常有热重于湿的特点，故以《医宗金鉴·外科心法要诀》之龙胆泻肝汤为基础，自拟“加减龙胆泻肝汤”方。,,
164,赵炳南,"李红兵,徐萍,王晓红.当代名家湿疹内治要点概述[J].江苏中医药,2014,08:78-81.",急性湿疹,,,,清热除湿凉血,清热除湿汤,龙胆草9g$白茅根30g$生地15g$大青叶15g$车前草15g$生石膏30g$黄芩9g,急性湿疹,,,,赵氏还根据龙胆泻肝汤化裁创制了清热除湿汤。,（赵氏湿疹一号)
165,张志礼,"李红兵,徐萍,王晓红.当代名家湿疹内治要点概述[J].江苏中医药,2014,08:78-81.",急性湿疹,,,,,石兰草煎剂,生石膏$板蓝根$车前草$生地黄$马齿苋$六一散各30g，龙胆草$黄芩各8g，丹皮$赤芍各15g。,急性湿疹,,,,张志礼在清热除湿汤中加入板蓝根$马齿苋$丹皮$赤芍，创制了现代名方“石兰草煎剂”。,
166,赵炳南,"李红兵,徐萍,王晓红.当代名家湿疹内治要点概述[J].江苏中医药,2014,08:78-81.",亚急性湿疹$慢性湿疹,,,,健脾除湿止痒,除湿止痒汤,白鲜皮30g$地肤子15g$炒苡米15g$干生地15g$茯苓皮15g$苦参9g$白术10g$陈皮9g$焦槟榔9g。,亚急性或慢性湿疹。,,,,,（赵氏湿疹二号）
167,赵炳南,"李红兵,徐萍,王晓红.当代名家湿疹内治要点概述[J].江苏中医药,2014,08:78-81.",亚急性湿疹,,,,清脾利湿$清热解毒,清脾除湿饮,赤苓9g$白术9g$苍术9g$黄芩9g$生地30g$麦冬9g$栀子9g$泽泻9g$生甘草6g$连翘15g$茵陈12g$元明粉9g$灯芯3g$竹叶3g$枳壳9g。,亚急性湿疹,,,,赵氏经验方，源于《医宗金鉴·外科心法要诀》之“八生汤”。,
168,赵炳南,"李红兵,徐萍,王晓红.当代名家湿疹内治要点概述[J].江苏中医药,2014,08:78-81.",亚急性湿疹$慢性湿疹,,,,健脾燥湿$和中利水,加减除湿胃苓汤,苍术6g$厚朴6g$陈皮9g$滑石块12g$炒白术12g$猪苓12g$炒黄柏12g$炒枳壳9g$泽泻9g$赤苓12g$炙甘草9g。,亚急性或慢性湿疹,,,,本方源于《医宗金鉴·外科心法要诀》之“除湿胃苓汤”。赵氏去肉桂，拟定“加减除湿胃苓汤”。,
169,赵炳南,"李红兵,徐萍,王晓红.当代名家湿疹内治要点概述[J].江苏中医药,2014,08:78-81.",慢性湿疹,,,,健脾除湿$疏风和血,多皮饮,地骨皮9g$五加皮9g$桑白皮15g$干姜皮6g$大腹皮9g$白鲜皮15g$粉丹皮9g$赤苓皮15g$鲜冬瓜皮15g$扁豆皮15g$川槿皮9g。,慢性湿疹,,,,赵氏经验方，源于《六科准绳》之“五皮饮”。,
170,赵炳南,"李红兵,徐萍,王晓红.当代名家湿疹内治要点概述[J].江苏中医药,2014,08:78-81.",慢性湿疹$慢性阴囊湿疹,,,,息风止痒$除湿解毒,全虫方,全虫（打）6g$皂刺12g$猪牙皂角6g$刺蒺藜15g$炒槐花15g$威灵仙12g$苦参9g$白鲜皮15g$黄柏15g。,慢性湿疹$慢性阴囊湿疹。,,,,赵氏经验方，源于《外科十三方考》之“大败毒汤”。,
